"id","title","publication_year","authors","doi","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons"
6863386,"Characterizing Spatial Patterns Of Invasive Species Using Sub-Pixel Classifications",2011,"{""Frazier, A. E."",""Wang, L.""}","10.1016/j.rse.2011.04.002","{}",2024-09-30 01:49:43,"excluded","{""Data is not valued""}"
6863008,"Assessment Of Forest Cover And Carbon Stock Changes In Sub-Tropical Pine Forest Of Azad Jammu \& Kashmir (Ajk), Pakistan Using Multi-Temporal Landsat Satellite Data And Field Inventory",2020,"{""Baig, Muhammad Hasan Ali"",""Hameed, Nasir"",""Hussain, Zaker"",""Khan, Iftikhar Ahmad"",""Khan, Junaid Aziz"",""Khan, Mobushir Riaz""}","10.1371/journal.pone.0226341","{}",2024-07-17 21:30:01,"excluded","{""Data is not valued""}"
7037922,"Effects Of A Dredging Operation On The Movement And Dive Behaviour Of Marine Turtles During Breeding",NA,NA,"10.1016/j.biocon.2016.12.015","{}",2024-11-19 19:02:17,"excluded","{""Data is not valued""}"
6863521,"Development Of A Telemetry And Yield-Mapping System Of Olive Harvester",2015,"{""Agueera, Juan"",""Blanco-Roldan, Gregorio L."",""Castillo-Ruiz, Francisco J."",""Gil-Ribes, Jesus A."",""Perez-Ruiz, Manuel""}","10.3390/s150204001","{}",2024-10-03 17:45:09,"excluded","{""ESI data not used""}"
6903477,"Unsupervised Bayesian Inference To Fuse Biosignal Sensory Estimates For Personalizing Care",NA,NA,"10.1109/jbhi.2018.2820054","{}",2024-10-03 22:22:16,"excluded","{""ESI data not used""}"
6862812,"The Spatial Characteristics And Relationships Between Landscape Pattern And Ecosystem Service Value Along An Urban-Rural Gradient In Xi'an City, China",2020,"{""Hou, Lei"",""Wu, Faqi"",""Xie, Xinli""}","10.1016/j.ecolind.2019.105720","{}",2024-07-16 23:13:23,"excluded","{""Data is not valued""}"
6863412,"Assessing The Impact Of Dams On Riparian And Deltaic Vegetation Using Remotely-Sensed Vegetation Indices And Random Forests Modelling",2019,"{""Gounaridis, D."",""Symeonakis, E."",""Zaimes, G. N.""}","10.1016/j.ecolind.2019.04.047","{}",2024-07-17 00:06:49,"excluded","{""Data is not valued""}"
6903534,"The Assessment Of Spatial Distribution Of Soil Salinity Risk Using Neural Network",NA,NA,"10.1007/s10661-011-2132-5","{""terra = terrain indices""}",2024-09-30 16:17:33,"excluded","{""ESI data not used""}"
6863130,"Oceanography Of Harmful Algal Blooms On The Ecuadorian Coast (1997-2017): Integrating Remote Sensing And Biological Data",2019,"{""Bayot, B."",""Borbor-Cordova, M. J."",""Casierra-Tomala, A."",""Mantilla-Saltos, G."",""Rafael Bermúdez, J."",""Renteria, W."",""Torres, G.""}","10.3389/fmars.2019.00013","{}",2024-07-19 20:18:51,"excluded","{""Data is not valued""}"
6863020,"Coffee Certification And Forest Quality: Evidence From A Wild Coffee Forest In Ethiopia",2017,"{""Takahashi, Ryo"",""Todo, Yasuyuki""}","10.1016/j.worlddev.2016.12.001","{}",2024-07-19 20:47:12,"excluded","{""Data is not valued""}"
6447824,"A new normative economics for the formation of shared social values",2019,"{""Ravenscroft, Neil""}","10.1007/s11625-018-0652-4","{}",NA,NA,NA
7038274,"Economics Of Riparian Beneficial Management Practices For Improved Water Quality: A Representative Farm Analysis In The Canadian Prairie Region",NA,NA,"10.1080/07011784.2014.965035","{}",2024-11-18 19:18:47,"excluded","{""Data is not valued""}"
6863035,"Forest Landscape Restoration: Spectral Behavior And Diversity Of Tropical Tree Cover Classes",2023,"{""Alves de Almeida, Danilo Roberti"",""Brancalion, Pedro H. S."",""Feret, Jean-Baptiste"",""Ferreira, Matheus Pinheiro"",""Guillemot, Joannes"",""Haneda, Leo Eiti"",""Le Maire, Guerric"",""Molin, Paulo G."",""Resende, Angelica Faria"",""Rosa, Marcos"",""Santoro, Giulio Brossi"",""Silva, Carlos Alberto"",""de Almeida, Catherine Torres""}","10.1016/j.rsase.2022.100882","{calibration}",2024-07-19 20:27:38,"excluded","{""Data is not valued""}"
6863142,"Greener And Smarter Phones For Future Cities: Characterizing The Impact Of Gps Signal Strength On Power Consumption",2016,"{""Basalamah, Anas"",""Mehmood, Rashid"",""Tawalbeh, Hala"",""Tawalbeh, Lo'ai A.""}","10.1109/access.2016.2532745","{}",2024-10-03 17:44:20,"excluded","{""ESI data not used""}"
6863680,"Using Climate-Soil-Socioeconomic Parameters For A Drought Vulnerability Assessment In A Semi-Arid Region: Application At The Region Of El Hodna, (M'sila, Algeria)",2017,"{""Benmessaoud, Hassen"",""Boultif, Meriem""}","10.5937/geopan1703142b","{}",2024-09-27 22:58:41,"excluded","{""Data is not valued""}"
7037997,"Anticipating Social Equity Impacts In Redd Plus Policy Design: An Example From The Democratic Republic Of Congo",NA,NA,"10.1016/j.landusepol.2018.03.011","{}",2024-10-30 18:26:36,"excluded","{""Data is not valued""}"
6863617,"Object-Based Land Cover Change Detection For Cross-Sensor Images",2013,"{""Ban, Y."",""Chen, F."",""Li, B."",""Niu, Z."",""Qin, Y.""}","10.1080/01431161.2013.805282","{calibration}",2024-07-17 21:22:00,"excluded","{""Data is not valued""}"
6903491,"Evaluation Of River Water Quality In A Tropical South Sumatra Wetland During Covid-19 Pandemic Period",NA,NA,"10.3934/environsci.2023010","{}",2024-09-27 22:26:44,"excluded","{""Data is not valued""}"
6903537,"Knowledge Graph Construction Method Of Gold Mine Based On Ontology",NA,NA,"10.12082/dqxxkx.2023.210772","{}",2024-09-30 17:36:57,"excluded","{""ESI data not used""}"
6862738,"Mapping Canopy Nitrogen In European Forests Using Remote Sensing And Environmental Variables With The Random Forests Method",2020,"{""Karssenberg, D."",""Loozen, Y."",""Lu, M."",""Ollinger, S. V."",""Rebel, K. T."",""Wassen, M. J."",""de Jong, S. M.""}","10.1016/j.rse.2020.111933","{}",2024-07-12 19:46:37,"excluded","{""Data is not valued""}"
6863688,"Multi-Index Time Series Monitoring Of Drought And Fire Effects On Desert Grasslands",2016,"{""Buckley, Steven"",""Coe, Michelle A."",""Norman, Laura M."",""Villarreal, Miguel L."",""Wallace, Cynthia S. A.""}","10.1016/j.rse.2016.05.026","{}",2024-09-30 17:00:02,"excluded","{""Data is not valued""}"
7037547,"Spatial Management Of The European Hake Merluccius Merluccius Fishery In The Catalan Mediterranean: Simulation Of Management Alternatives With The Invest Model",NA,NA,"10.3989/scimar.04748.18a","{}",2024-11-18 23:10:27,"excluded","{""ESI data not used""}"
6903549,"Mapping Croplands With A Long History Of Crop Cultivation Using Time Series Of Modis Vegetation Indices",NA,NA,"10.26907/2542-064x.2020.2.302-313","{}",2024-10-01 17:51:07,"excluded","{Validation/calibration}"
6863332,"The Cost Of Renal Dialysis In A Uk Setting - A Multicentre Study",2008,"{""Baboolal, Keshwar"",""McEwan, Philip"",""Sondhi, Seema"",""Spiewanowski, Piotr"",""Wechowski, Jaroslaw"",""Wilson, Karen""}","10.1093/ndt/gfm870","{""satellite unit medical"",spurious}",2024-09-30 17:31:29,"excluded","{""ESI data not used""}"
6863167,"Evaluating The Ability To Use Contextual Features Derived From Multi-Scale Satellite Imagery To Map Spatial Patterns Of Urban Attributes And Population Distributions",2021,"{""Bedada, Adane"",""Chao, Steven"",""Engstrom, Ryan"",""Mann, Michael""}","10.3390/rs13193962","{calibration}",2024-07-19 20:59:42,"excluded","{""Data is not valued""}"
6863199,"A Scale-Adjusted Measure Of ""Urban Sprawl"" Using Nighttime Satellite Imagery",2003,"{""Sutton, PC""}","10.1016/s0034-4257(03)00078-6","{}",2024-09-27 23:15:18,"excluded","{""Data is not valued""}"
6903646,"A Bayesian Game Theoretic Based Bidding Strategy For Demand Response Aggregators In Electricity Markets",NA,NA,"10.1016/j.scs.2019.101787","{}",2024-10-03 21:54:47,"excluded","{""ESI data not used""}"
6863262,"Analysing Factors Influencing Fire Frequency In Hwange National Park",2022,"{""Kavhu, Blessing"",""Ndaimani, Henry""}","10.1080/03736245.2021.1941219","{}",2024-07-17 21:52:04,"excluded","{""Data is not valued""}"
7037447,"Using A Multiple Criteria Decision-Making Model To Streamline And Enhance Nepa And Public Participation Processes",NA,NA,"10.1177/1087724x10390227","{}",2024-11-18 19:44:46,"excluded","{""Data is not valued""}"
6863682,"Water Harvesting In The Garmian Region (Kurdistan, Iraq) Using Gis And Remote Sensing",2023,"{""Abdulrahman, Kawa Z."",""Ali, Salahaldin S."",""Aziz, Shvan F."",""Karakouzian, Moses""}","10.3390/w15030507","{}",2024-09-30 01:54:04,"excluded","{""Data is not valued"",Validation/calibration}"
7037427,"Decision Support Toolkit For Integrated Analysis And Design Of Reclaimed Water Infrastructure",NA,NA,"10.1016/j.watres.2018.01.037","{""water treatment""}",2024-10-30 17:28:30,"excluded","{""ESI data not used""}"
6863512,"On The Absurdity Of Rapid Urbanization: Spatio-Temporal Analysis Of Land-Use Changes In Morogoro, Tanzania",2020,"{""Cobbinah, Patrick Brandful"",""Sumari, Neema Simon"",""Ujoh, Fanan"",""Xu, Gang""}","10.1016/j.cities.2020.102876","{}",2024-10-03 20:57:31,"excluded","{""Data is not valued""}"
7036933,"Dynamic Optimization Of Intersatellite Link Assignment Based On Reinforcement Learning",NA,NA,"10.1177/15501477211070202","{}",2024-10-25 22:53:24,"excluded","{""ESI data not used""}"
6863073,"Characterizing Land Disturbance In Atewa Range Forest Reserve And Buffer Zone",2015,"{""Kusimi, John Manyimadin""}","10.1016/j.landusepol.2015.08.020","{}",2024-07-16 23:06:06,"excluded","{""Data is not valued""}"
6863304,"Robust Particle Swarm Optimization Of Rfms For High-Resolution Satellite Images Based On K-Fold Cross-Validation",2019,"{""Amiri-Simkooei, A."",""Gholinejad, S."",""Naeini, A. A.""}","10.1109/jstars.2018.2881382","{}",2024-07-16 23:47:07,"excluded","{""No societal value context""}"
6862915,"Geographically Weighted Machine Learning And Downscaling For High-Resolution Spatiotemporal Estimations Of Wind Speed",2019,"{""Li, L.""}","10.3390/rs11111378","{}",2024-10-03 20:56:33,"excluded","{""Data is not valued"",Validation/calibration}"
7036686,"Accounting For Value Changes In Cultivated Land Resources Within The Karst Mountain Area Of Southwest China, 2001-2020",NA,NA,"10.3390/land11060765","{}",2024-11-18 19:01:52,"excluded","{""Data is not valued""}"
7038405,"Innovative Methods For The Benefit Of Public Health Using Space Technologies For Disaster Response",NA,NA,"10.1017/dmp.2015.29","{}",2024-10-28 19:12:13,"excluded","{""Data is not valued""}"
7037129,"To-Yolox: A Pure Cnn Tiny Object Detection Model For Remote Sensing Images",NA,NA,"10.1080/17538947.2023.2261901","{}",2024-11-18 18:57:45,"excluded","{""No societal value context"",Validation/calibration}"
6662201,"Using Remote Sensing Technology On The Delimitation Of The Conservation Area For The Jianan Irrigation System Cultural Landscape",2015,"{""Wang, C. H.""}","10.5194/isprsarchives-XL-5-W7-443-2015","{cco}",2024-04-15 19:21:48,"excluded","{""Data is not valued""}"
6662201,"Using Remote Sensing Technology On The Delimitation Of The Conservation Area For The Jianan Irrigation System Cultural Landscape",2015,"{""Wang, C. H.""}","10.5194/isprsarchives-XL-5-W7-443-2015","{cco}",2024-04-18 20:36:08,"excluded","{""Data is not valued""}"
6691599,"Bridging the gap between NASA Earth observations and decision makers through the NASA DEVELOP National Program",2016,"{""Remillard, C.M.""}","https://doi.org/10.5194/isprsarchives-XLI-B6-145-2016","{}",2024-04-26 18:40:48,"excluded","{""Data is not valued""}"
6903599,"Water Body Extraction From Sentinel-2 Imagery With Deep Convolutional Networks And Pixelwise Category Transplantation",NA,NA,"10.3390/rs15051253","{}",2024-10-01 18:00:23,"excluded","{""Data is not valued""}"
6863079,"Evaluation Of Urban Environmental Quality (Ueq) Applied Before And After Land Regularization Process: A Case Study Of Vila Terra Santa - Curitiba/Pr",2017,"{""Silva, Gabriela do Vale"",""da Cruz Bezerra, Stella Maris"",""van Kaick, Tamara Simone""}","10.5380/dma.v42i0.46805","{}",2024-07-15 15:59:39,"excluded","{""ESI data not used""}"
7038391,"Mobile Technologies And Services For Environmental Monitoring: The Citi-Sense-Mob Approach",NA,NA,"10.1016/j.uclim.2014.08.002","{}",2024-10-25 21:38:43,"excluded","{""Data is not valued""}"
6863482,"Fine Resolution Air Quality Dynamics Related To Socioeconomic And Land Use Factors In The Most Polluted Desert Metropolitan In The American Southwest",2021,"{""Li, Y."",""Myint, S. W.""}","10.1016/j.scitotenv.2021.147713","{}",2024-07-19 23:36:15,"excluded","{""Data is not valued""}"
6862884,"Vegetation Indices As A Tool For Mapping Sugarcane Management Zones",2023,"{""Bufon, Vinicius Bof"",""Leao, Tairone Paiva"",""de Oliveira Maia, Felipe Cardoso""}","10.1007/s11119-022-09939-7","{calibration}",2024-07-17 19:38:24,"excluded","{""Data is not valued""}"
6863171,"Use Of Continuous Plankton Recorder Information In Support Of Marine Management: Applications In Fisheries, Environmental Protection, And In The Study Of Ecosystem Response To Environmental Change",2003,"{""Brander, KM"",""Dickson, RR"",""Edwards, M""}","10.1016/j.pocean.2003.08.003","{}",2024-07-17 19:41:37,"excluded","{""Data is not valued""}"
7037644,"Floods In Provence-Alpes-Cote D'azur And Lessons For French Flood Risk Governance",NA,NA,"10.1007/s11069-021-04905-4","{}",2024-11-18 19:15:14,"excluded","{""Data is not valued""}"
7037683,"Underground Water Level Prediction In Remote Sensing Images Using Improved Hydro Index Value With Ensemble Classifier",NA,NA,"10.3390/rs15082015","{}",2024-10-30 16:06:14,"excluded","{Validation/calibration}"
7036988,"Determination Of Appropriate Remote Sensing Indices For Spring Wheat Yield Estimation In Mongolia",NA,NA,"10.3390/rs11212568","{}",2024-11-18 18:33:33,"excluded","{Validation/calibration}"
6863587,"European Copernicus Services To Inform On Sea-Level Rise Adaptation: Current Status And Perspectives",2021,"{""Bahurel, P."",""Breyiannis, G."",""Buontempo, C."",""Burgess, S."",""Crosnier, L."",""Le Traon, P. Y."",""Mattiuzzi, M."",""Melet, A."",""Mentaschi, L."",""Nicolas, J."",""Salamon, P."",""Solari, L."",""Vamborg, F."",""Voukouvalas, E.""}","10.3389/fmars.2021.703425","{}",2024-07-17 19:26:57,"excluded","{""Data is not valued""}"
6863207,"Based Real Time Remote Health Monitoring Systems: A Review On Patients Prioritization And Related ""Big Data"" Using Body Sensors Information And Communication Technology",2018,"{""Hashim, M."",""Kalid, N."",""Muzammil, H."",""Salman, O. H."",""Zaidan, A. A."",""Zaidan, B. B.""}","10.1007/s10916-017-0883-4","{}",2024-07-17 00:06:03,"excluded","{""ESI data not used""}"
6903554,"Two Concepts Of Secularism",NA,NA,"10.1215/1089201x-2010-047","{""terra incognita"",spurious}",2024-09-30 01:33:45,"excluded","{""ESI data not used""}"
6863614,"Combining Optical And Acoustic Data To Enhance The Detection Of Caribbean Forereef Habitats",2010,"{""Bejarano, Sonia"",""Hedley, John D."",""Mumby, Peter. J."",""Sotheran, Ian""}","10.1016/j.rse.2010.06.012","{""optical plus acoustic"",""addition of acoustic"",interesting,revisit}",2024-07-17 21:12:54,"excluded","{""Data is not valued""}"
6862801,"A Meta-Analysis Of Terrestrial Aboveground Biomass Estimation Using Lidar Remote Sensing",2013,"{""Dubayah, R."",""Goetz, S. J."",""Zolkos, S. G.""}","10.1016/j.rse.2012.10.017","{}",2024-09-27 23:31:45,"excluded","{""Data is not valued"",""Review or opinion""}"
7038692,"Swin-Resunet+: An Edge Enhancement Module For Road Extraction From Remote Sensing Images",NA,NA,"10.1016/j.cviu.2023.103807","{}",2024-11-18 18:32:52,"excluded","{Validation/calibration}"
6903574,"A Comparison Of Dem-Based Indexes For Targeting The Placement Of Vegetative Buffers In Agricultural Watersheds",NA,NA,"10.1111/jawr.12083","{}",2024-10-01 17:57:02,"excluded","{""Data is not valued""}"
6862940,"Developing And Implementing Major League Baseball's Health And Injury Tracking System",2016,"{""Conte, S."",""Curriero, F. C."",""D'Angelo, J."",""Fealy, S."",""Green, G."",""Marinak, C."",""McFarland, E."",""Pollack, K. M.""}","10.1093/aje/kwv348","{}",2024-07-17 17:02:51,"excluded","{""No societal value context"",""ESI data not used""}"
7038623,"Application Of Geospatial Technologies For Environmental Impact Assessment: An Indian Scenario",NA,NA,"10.1080/01431160701269002","{}",2024-10-28 00:17:57,"excluded","{""Data is not valued""}"
6863178,"Sustainable Urbanization In The China-Indochinese Peninsula Economic Corridor",2016,"{""Fu, Jingying"",""Jiang, Dong"",""Lin, Gang""}","10.5772/62554","{}",2024-07-19 20:37:22,"excluded","{""Data is not valued""}"
6863327,"Mapping Daily Evapotranspiration At Landsat Spatial Scales During The Bearex'08 Field Campaign",2012,"{""Alfieri, Joseph G."",""Anderson, Martha C."",""Chavez, Jose L."",""Colaizzi, Paul"",""Evett, Steven"",""Gao, Feng"",""Hain, Christopher"",""Howell, Terry"",""Kustas, William P."",""Prueger, John H.""}","10.1016/j.advwatres.2012.06.005","{}",2024-07-16 23:18:11,"excluded","{""Data is not valued""}"
6862818,"Evaluation Of Trmm Satellite Rainfall Estimates (Algorithms 3b42 V7 & Rt) Over The Santo Antônio County (Goiás, Brazil)",2017,"{""Alves Júnior, J."",""Casaroli, D."",""Jucá Oliveira, R. A."",""Mesquita, M."",""Pego Evangelista, A. W."",""Quirino, D. T.""}","10.15446/rfna.v70n3.61805","{calibration}",2024-07-17 17:12:09,"excluded","{""Data is not valued""}"
7037841,"A New Framework Of 17 Hydrological Ecosystem Services (Hess17) For Supporting River Basin Planning And Environmental Monitoring",NA,NA,"10.3390/su15076182","{}",2024-10-28 19:22:49,"excluded","{""Data is not valued""}"
7037934,"Free And Open-Access Satellite Data Are Key To Biodiversity Conservation",NA,NA,"10.1016/j.biocon.2014.11.048","{}",2024-10-25 21:29:42,"excluded","{""Data is not valued""}"
7038231,"Land Use And Land Cover Mapping In Wetlands One Step Closer To The Ground: Sentinel-2 Versus Landsat 8",NA,NA,"10.1016/j.jenvman.2019.06.084","{}",2024-10-30 16:28:06,"excluded","{Validation/calibration}"
6863253,"Comparison Between Air Temperature And Land Surface Temperature For The City Of São Paulo, Brazil",2022,"{""Do Nascimento, A. C. L."",""Galvani, E."",""Gobo, J. P. A."",""Wollmann, C. A.""}","10.3390/atmos13030491","{maybe}",2024-07-18 23:45:30,"excluded","{""Data is not valued""}"
6691645,"Forest Service spending on large wildfires in the West",2012,"{""Ellison, Autumn""}","http://hdl.handle.net/1794/19041","{}",2024-04-26 23:02:07,"excluded","{""ESI data not used"",""Value is not measured""}"
6863546,"How The Air Clean Plan And Carbon Mitigation Measures Co-Benefited China In Pm2.5 Reduction And Health From 2014 To 2020",2022,"{""Atkinson, Peter M."",""Chang, Jinfeng"",""Fang, Xuekun"",""Hu, Bifeng"",""Jiang, Yefeng"",""Shi, Zhou"",""Wang, Zhige"",""Wang, Zifa"",""Xu, Kang"",""Zhang, Ce""}","10.1016/j.envint.2022.107510","{}",2024-07-16 23:09:38,"excluded","{""Data is not valued""}"
6863624,"Spatial Grain Effects Of Urban Green Space Cover Maps On Assessing Habitat Fragmentation And Connectivity",2021,"{""An, Wenzhan"",""Gan, Muye"",""Huang, Lingyan"",""Huang, Lu"",""Lin, Yue"",""Shahtahmassebi, AmirReza"",""Wang, Ke"",""Ye, Ziran"",""Zhang, Jing"",""Zhu, Congmou""}","10.3390/land10101065","{}",2024-07-18 23:47:54,"excluded","{""Data is not valued""}"
7037712,"Integration Of Remote-Sensing Based Metrics And Econometric Models To Assess The Socio-Economic Contributions Of Carbon Sequestration In Unmanaged Tropical Dry Forests",NA,NA,"10.1016/j.indic.2021.100100","{""value of co2 seq""}",2024-11-21 21:31:05,"excluded","{""Data is not valued""}"
6862726,"Spatial Overlap Of Black-Browed Albatrosses With Longline And Trawl Fisheries In The Patagonian Shelf During The Non-Breeding Season",2014,"{""Copello, Sofia"",""Favero, Marco"",""Pon, Juan Pablo Seco""}","10.1016/j.seares.2014.02.006","{}",2024-07-19 20:52:45,"excluded","{""Data is not valued""}"
6903472,"Use Of Satellite Remote Sensing As A Monitoring Tool For Land And Water Resources Development Activities In An Indian Tropical Site",NA,NA,"10.1007/s10661-018-6770-8","{}",2024-09-27 18:52:39,"excluded","{Validation/calibration}"
6903596,"Floral Abundance And Richness Drive Beneficial Arthropod Conservation And Biological Control On Golf Courses",NA,NA,"10.1007/s11252-019-00907-0","{spurious}",2024-09-27 22:47:43,"excluded","{""ESI data not used""}"
6863063,"Mapping Of Soils And Land-Related Environmental Attributes In Modern Agriculture Systems Using Geomatics",2022,"{""AbdelRahman, Mohamed A. E."",""Abutaleb, Khaled"",""Arafat, Sayed M."",""Elsharkawy, Mohamed M."",""Farg, Eslam"",""Saleh, Ahmed M."",""Sayed, Marwa""}","10.1007/s40899-022-00704-2","{}",2024-07-18 23:51:07,"excluded","{""Data is not valued""}"
7037168,"Fuzzy Object-Based Image Analysis Methods Using Sentinel-2a And Landsat-8 Data To Map And Characterize Soil Surface Residue",NA,NA,"10.3390/rs11212583","{}",2024-10-30 00:13:17,"excluded","{Validation/calibration}"
6691567,"Extending Data for Urban Health Decision-Making: a Menu of New and Potential Neighborhood-Level Health Determinants Datasets in LMICs",2019,"{""Thomson, Dana""}","https://doi.org/10.1007/s11524-019-00363-3","{}",2024-04-22 23:31:47,"excluded","{""Value is not measured"",""Data is not valued""}"
6667380,"A Review Of Decoding Methods Remotely Sensed Data",2018,"{""Komarova, U. Yu"",""Martsenyuk, V. P."",""Zatserkovniy, V. I.""}","10.3997/2214-4609.201801816","{cco}",2024-04-15 17:37:35,"excluded","{""Data is not valued"",""Review or opinion""}"
6667380,"A Review Of Decoding Methods Remotely Sensed Data",2018,"{""Komarova, U. Yu"",""Martsenyuk, V. P."",""Zatserkovniy, V. I.""}","10.3997/2214-4609.201801816","{cco}",2024-04-18 20:42:10,"excluded","{""Review or opinion""}"
6863622,"Considerations On Capacity Building For National Forest Assessments In Developing Countries - With A Case Study Of India",2015,"{""Kleinn, C."",""Tewari, V. P.""}","10.1505/146554815815500633","{}",2024-07-16 23:13:57,"excluded","{""Data is not valued""}"
6672802,"Study On The Response Of Ecosystem Services To Land Use",2021,"{""Zhao, L. L.""}","10.1088/1755-1315/766/1/012083","{cco}",2024-04-15 18:17:04,"excluded","{""Data is not valued""}"
6672802,"Study On The Response Of Ecosystem Services To Land Use",2021,"{""Zhao, L. L.""}","10.1088/1755-1315/766/1/012083","{cco}",2024-04-18 20:41:40,"excluded","{""Data is not valued""}"
6862773,"Evaluating China's Biomass Power Production Investment Based On A Policy Benefit Real Options Model",2014,"{""Cai, Yanpeng"",""Dai, Chao"",""Wang, Xingwei""}","10.1016/j.energy.2014.06.080","{}",2024-07-15 16:12:32,"excluded","{""Data is not valued""}"
6862913,"Uniting Remote Sensing, Crop Modelling And Economics For Agricultural Risk Management",2021,"{""Benami, Elinor"",""Carter, Michael R."",""Ghosh, Aniruddha"",""Hijmans, Robert J."",""Hobbs, Andrew"",""Jin, Zhenong"",""Kenduiywo, Benson"",""Lobell, David B.""}","10.1038/s43017-020-00122-y","{interesting,""check it out""}",2024-07-17 16:58:21,"excluded","{""Review or opinion""}"
6863093,"Comparisons Of Random Forest And Stochastic Gradient Treeboost Algorithms For Mapping Soil Electrical Conductivity With Multiple Subsets Using Landsat Oli And Dem/Gis-Based Data At A Type Oasis In Xinjiang, China",2021,"{""Ding, J."",""Wang, F."",""Wei, Y."",""Yang, S."",""Yang, X.""}","10.1080/22797254.2021.1888657","{}",2024-07-19 23:36:35,"excluded","{""Data is not valued""}"
6863510,"Technology Transfer Trends In Indian Space Programme",2010,"{""Murthi, K. R. Sridhara"",""Shoba, T. S.""}","10.1016/j.actaastro.2010.04.021","{}",2024-10-03 21:44:42,"excluded","{""No societal value context"",""ESI data not used""}"
7037046,"Suitability Of Satellite Remote Sensing Data For Yield Estimation In Northeast Germany",NA,NA,"10.1007/s11119-021-09827-6","{}",2024-10-30 00:05:02,"excluded","{Validation/calibration}"
6691715,"A Decision Support System for Forest Fire Management",2005,"{""Kaloudis, S.T.""}","https://doi.org/10.1007/BF02944167","{}",2024-04-22 23:36:39,"excluded","{""Data is not valued""}"
6691586,"Global Space Governance: An International Study",2017,"{""Jakhu, R.S.""}","https://doi.org/10.1007/978-3-319-54364-2","{}",2024-04-26 19:13:26,"excluded","{""Data is not valued""}"
6691709,"NOAA-ISRO joint science projects on Earth observation system science, technology, and applications for societal benefits",2006,"{""Powell, A""}","https://doi.org/10.1117/12.694020","{}",2024-04-28 00:53:50,"excluded","{""Value is not measured""}"
6862995,"Wheat Yield Predictions At A County And Field Scale With Deep Learning, Machine Learning, And Google Earth Engine",2021,"{""Cao, Juan"",""Li, Ziyue"",""Luo, Yuchuan"",""Tao, Fulu"",""Zhang, Jing"",""Zhang, Liangliang"",""Zhang, Zhao""}","10.1016/j.eja.2020.126204","{""algorithm not data""}",2024-10-03 17:39:48,"excluded","{""Data is not valued""}"
7038021,"Advances In Integrated System Health Management For Mission-Essential And Safety-Critical Aerospace Applications",NA,NA,"10.1016/j.paerosci.2021.100758","{}",2024-11-19 18:27:40,"excluded","{""ESI data not used""}"
6863018,"Using Deep Ensemble Forest For High-Resolution Mapping Of Pm2.5 From Modis Maiac Aod In Tehran, Iran",2023,"{""Bagheri, Hossein""}","10.1007/s10661-023-10951-1","{}",2024-10-03 17:30:25,"excluded","{Validation/calibration}"
7038236,"Making Satellite Precipitation Data Work For The Developing World",NA,NA,"10.1109/mgrs.2014.2317561","{}",2024-11-18 18:32:14,"excluded","{""Data is not valued""}"
6863289,"Testing The Utility Of The Blue Spectral Region In Burned Area Mapping: Insights From Savanna Wildfires",2020,"{""Kadzunge, Shamiso Lynnet"",""Mpakairi, Kudzai Shaun"",""Ndaimani, Henry""}","10.1016/j.rsase.2020.100365","{}",2024-09-30 01:29:41,"excluded","{""Data is not valued""}"
6903643,"Role And Impact Of Urban Water Prices On The Management Of Groundwater Consumption Due To Covid-19 Outbreaks",NA,NA,"10.1016/j.gsd.2023.100996","{}",2024-09-27 22:41:05,"excluded","{""Data is not valued""}"
6863205,"Cognitive Satellite Spectrum Management Scheme Based On The Cooperative Solidarity Values",2020,"{""Kim, S.""}","10.1109/access.2020.3003640","{}",2024-07-12 19:41:32,"excluded","{""No societal value context""}"
6903504,"Deep Learning For Automatic Outlining Agricultural Parcels: Exploiting The Land Parcel Identification System",NA,NA,"10.1109/access.2019.2950371","{}",2024-10-03 21:57:58,"excluded","{Validation/calibration}"
6672982,"Lightweight Design And Analysis On Thermal Door Of Remote Sensing Satellite Camera In Low Earth Orbit",2023,"{""Jiang, Y."",""Luo, T."",""Song, Z."",""Zhao, H."",""Zhao, H."",""Zou, B.""}","10.1117/12.3007634","{cco}",2024-04-15 17:46:33,"excluded","{""No societal value context""}"
6672982,"Lightweight Design And Analysis On Thermal Door Of Remote Sensing Satellite Camera In Low Earth Orbit",2023,"{""Jiang, Y."",""Luo, T."",""Song, Z."",""Zhao, H."",""Zhao, H."",""Zou, B.""}","10.1117/12.3007634","{cco}",2024-04-18 20:37:44,"excluded","{""Value is not measured""}"
7037215,"Development And Evaluation Of Hybrid Deep Learning Long Short-Term Memory Network Model For Pan Evaporation Estimation Trained With Satellite And Ground-Based Data",NA,NA,"10.1016/j.jhydrol.2022.127534","{""model is maybe valued""}",2024-11-21 21:43:32,"excluded","{""Data is not valued""}"
6903652,"Adaptive Estimation Of Aircraft Flight Parameters For Engine Health Monitoring System",NA,NA,"10.2514/2.2965","{}",2024-10-01 17:22:06,"excluded","{""No societal value context"",""ESI data not used""}"
7036775,"Statistical Object-Based Method For Forest Change Detection Using High-Resolution Remote Sensing Images",NA,NA,"10.11707/j.1001-7488.20170509","{}",2024-11-21 02:30:59,"excluded","{Validation/calibration}"
