author,journal,year,doi,bibtex_source,benchmark,doc_id
kaljord,otc arctic technology conference 2018,2018,10.4043/29153-ms,scopus.bib,FALSE,4723
kalluri,atmospheric environment,2020,10.1016/j.atmosenv.2019.117150,scopus.bib;wos_1501_2000.bib,FALSE,4724
kalluri,environmental science and policy,2003,10.1016/j.envsci.2003.08.002,scopus.bib,FALSE,4725
kalmanson,26th aiaa international communications satellite systems conference icssc,2008,NA,scopus.bib,FALSE,4726
kaloper,agriculture and forestry,2020,10.17707/agricultforest.66.2.08,scopus.bib,FALSE,4727
kalura,journal of the indian society of remote sensing,2021,10.1007/s12524-021-01413-7,scopus.bib;wos_0501_1000.bib,FALSE,4728
kamal,international journal of environmental research and public health,2023,10.3390/ijerph20053858,scopus.bib,FALSE,4729
kamal,e3s web of conferences,2020,10.1051/e3sconf/202015302004,scopus.bib,FALSE,4730
kamal,remote sensing of environment,2016,10.1016/j.rse.2016.02.013,scopus.bib,FALSE,4731
kamangar,sustainability switzerland ,2023,10.3390/su15086577,scopus.bib,FALSE,4732
kamath,ish journal of hydraulic engineering,2012,10.1080/09715010.2011.646390,scopus.bib,FALSE,4733
kamdoum,international journal of ecological economics and statistics,2014,NA,scopus.bib,FALSE,4734
kamel,arabian journal of geosciences,2020,10.1007/s12517-020-06173-1,scopus.bib,FALSE,4735
kaminska,remote sensing,2021,10.3390/rs13245101,scopus.bib,FALSE,4736
kamoun,NA,1999,NA,wos_2501_3000.bib,FALSE,4737
kamp,trees forests and people,2022,10.1016/j.tfp.2022.100227,scopus.bib;wos_1001_1500.bib,FALSE,4738
kamp,rangeland ecology and management,2013,10.2111/rem-d-11-00153.1,scopus.bib,FALSE,4739
kampichler,ecological modelling,2000,10.1016/s0304-3800(00)00224-6,scopus.bib;wos_3001_3500.bib,FALSE,4740
kamthonkiat,environment development and sustainability,2021,10.1007/s10668-020-00850-7,scopus.bib;wos_1001_1500.bib,FALSE,4741
kamwi,geojournal,2022,10.1007/s10708-020-10244-x,scopus.bib,FALSE,4742
kamyab,journal of environmental studies,2010,NA,scopus.bib,FALSE,4743
kan,ecological indicators,2023,10.1016/j.ecolind.2023.110497,scopus.bib,FALSE,4744
kan,xi an jianzhu keji daxue xuebao journal of xi an university of architecture and technology,2012,NA,scopus.bib,FALSE,4745
kana,sustainable water resources management,2022,10.1007/s40899-022-00714-0,scopus.bib;wos_0001_0500.bib,FALSE,4746
kandrika,international journal of image and data fusion,2011,10.1080/19479832.2010.518166,scopus.bib;wos_1501_2000.bib,FALSE,4747
kang,atmospheric environment,2023,10.1016/j.atmosenv.2023.119951,scopus.bib,FALSE,4748
kang,shengtai xuebao,2023,10.5846/stxb202204100935,scopus.bib,FALSE,4749
kang,isprs journal of photogrammetry and remote sensing,2022,10.1016/j.isprsjprs.2021.11.016,scopus.bib,FALSE,4750
kang,sustainability switzerland ,2022,10.3390/su14159721,scopus.bib,FALSE,4751
kang,environmental pollution,2021,10.1016/j.envpol.2021.117711,scopus.bib,FALSE,4752
kang,international geoscience and remote sensing symposium igarss ,2021,10.1109/igarss47720.2021.9554768,scopus.bib,FALSE,4753
kang,applied sciences switzerland ,2021,10.3390/app11167593,scopus.bib,FALSE,4754
kang,sensors switzerland ,2020,10.3390/s20247005,scopus.bib,FALSE,4755
kang,environmental research letters,2020,10.1088/1748-9326/ab7df9,scopus.bib,FALSE,4756
kang,sustainability,2020,10.3390/su12030803,wos_3001_3500.bib,FALSE,4757
kang,landscape and ecological engineering,2019,10.1007/s11355-019-00381-y,scopus.bib,FALSE,4758
kang,sustainability switzerland ,2019,10.3390/su11247186,scopus.bib,FALSE,4759
kang,science of soil and water conservation,2018,10.16843/j.sswc.2018.03.015,scopus.bib,FALSE,4760
kang,journal of hydrology,2016,10.1016/j.jhydrol.2016.06.009,scopus.bib,FALSE,4761
kang,nongye gongcheng xuebao transactions of the chinese society of agricultural engineering,2014,10.3969/j.issn.1002-6819.2014.09.019,scopus.bib,FALSE,4762
kangalawe,agriculture ecosystems and environment,2012,10.1016/j.agee.2012.08.008,scopus.bib,FALSE,4763
kankam,land,2022,10.3390/land11091408,wos_2501_3000.bib,FALSE,4764
kannan,38th asian conference on remote sensing space applications touching human lives acrs 2017,2017,NA,scopus.bib,FALSE,4765
kanniah,urban forestry and urban greening,2017,10.1016/j.ufug.2017.08.016,scopus.bib,FALSE,4766
kanniah,37th asian conference on remote sensing acrs 2016,2016,NA,scopus.bib,FALSE,4767
kansakar,space policy,2016,10.1016/j.spacepol.2016.05.005,scopus.bib;wos_0001_0500.bib,FALSE,4768
kansas,international journal of wildland fire,2016,10.1071/wf15170,wos_2501_3000.bib,FALSE,4769
kantarcioglu,ecological informatics,2023,10.1016/j.ecoinf.2023.102034,scopus.bib;wos_1001_1500.bib,FALSE,4770
kantarcioglu,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2023,10.5194/isprs-archives-xlviii-m-1-2023-161-2023,scopus.bib,FALSE,4771
kanth,transactions of the institute of indian geographers,2010,NA,scopus.bib,FALSE,4772
kantharajan,environmental science and pollution research,2023,10.1007/s11356-022-24825-5,scopus.bib;wos_1501_2000.bib,FALSE,4773
kantharajan,environmental monitoring and assessment,2022,10.1007/s10661-022-10089-6,scopus.bib;wos_3001_3500.bib,FALSE,4774
kantipudi,handbook of hydroinformatics volume iii water data management best practices,2022,10.1016/b978-0-12-821962-1.00007-6,scopus.bib,FALSE,4775
kantzoura,parasitology,2011,10.1017/s0031182011000436,scopus.bib;wos_3001_3500.bib,FALSE,4776
kanungo,proceedings of spie the international society for optical engineering,2006,10.1117/12.693951,scopus.bib,FALSE,4777
kanungo,proceedings of the 2nd indian international conference on artificial intelligence iicai 2005,2005,NA,scopus.bib,FALSE,4778
kapalidis,iet conference publications,2019,10.1049/cp.2019.0139,scopus.bib,FALSE,4779
kaplan,european journal of remote sensing,2017,10.1080/22797254.2017.1297540,scopus.bib;wos_0001_0500.bib,FALSE,4780
kaplan,environmental management,2014,10.1007/s00267-014-0245-7,scopus.bib,FALSE,4781
kaplan,progress in oceanography,2012,10.1016/j.pocean.2012.03.009,scopus.bib,FALSE,4782
kapsar,data in brief,2022,10.1016/j.dib.2022.108531,scopus.bib,FALSE,4783
kapuka,regional environmental change,2022,10.1007/s10113-022-01886-3,scopus.bib,FALSE,4784
kapur,NA,2018,10.1007/978-3-319-65633-5_2,wos_1001_1500.bib,FALSE,4785
kara,proceedings of the international astronautical congress iac,2015,NA,scopus.bib,FALSE,4786
kara,fresenius environmental bulletin,2010,NA,scopus.bib,FALSE,4787
kara,environmental monitoring and assessment,2010,10.1007/s10661-009-0915-8,scopus.bib,FALSE,4788
karacasu,iop conference series earth and environmental science,2016,10.1088/1755-1315/44/5/052063,scopus.bib,FALSE,4789
karagianni,international journal of engineering and geosciences,2022,10.26833/ijeg.977032,scopus.bib;wos_1001_1500.bib,FALSE,4790
karagianni,acrs 2020 41st asian conference on remote sensing,2020,NA,scopus.bib,FALSE,4791
karakaya,international journal of environmental science and technology,2011,NA,scopus.bib,FALSE,4792
karamali,hydro international,2002,NA,scopus.bib,FALSE,4793
karaman,environmental monitoring and assessment,2022,10.1007/s10661-021-09703-w,scopus.bib,FALSE,4794
karaman,journal of hydrology,2022,10.1016/j.jhydrol.2022.127456,scopus.bib,FALSE,4795
karamesouti,geoderma,2016,10.1016/j.geoderma.2015.06.025,scopus.bib;wos_1001_1500.bib,FALSE,4796
karami,ieee journal of selected topics in applied earth observations and remote sensing,2012,10.1109/jstars.2012.2187273,scopus.bib,FALSE,4797
karami,journal of environmental studies,2012,NA,scopus.bib,FALSE,4798
karamouz,world environmental and water resources congress 2022 adaptive planning and design in an age of risk and uncertainty selected papers from the world environmental and water resources congress 2022,2022,10.1061/9780784484258.005,scopus.bib,FALSE,4799
karamouz,world environmental and water resources congress 2019 emerging and innovative technologies and international perspectives selected papers from the world environmental and water resources congress 2019,2019,10.1061/9780784482322.009,scopus.bib,FALSE,4800
karamouz,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2015,10.5194/isprsarchives-xl-1-w5-369-2015,scopus.bib,FALSE,4801
karamouz,world environmental and water resources congress 2012 crossing boundaries proceedings of the 2012 congress,2012,10.1061/9780784412312.080,scopus.bib,FALSE,4802
karasov,land,2020,10.3390/land9050158,wos_1001_1500.bib,FALSE,4803
karau,environmental management,2014,10.1007/s00267-014-0279-x,scopus.bib,FALSE,4804
karim,planning malaysia,2023,10.21837/pm.v21i28.1334,scopus.bib,FALSE,4805
karimi,hydrology and earth system sciences,2015,10.5194/hess-19-507-2015,scopus.bib,FALSE,4806
karimi,hydrology and earth system sciences,2013,10.5194/hess-17-2459-2013,scopus.bib,FALSE,4807
karimian,environmental science and pollution research,2023,10.1007/s11356-023-27886-2,scopus.bib,FALSE,4808
karimov,e3s web of conferences,2023,10.1051/e3sconf/202342103007,scopus.bib,FALSE,4809
karimzadeh jafari,journal of sustainable forestry,2020,10.1080/10549811.2020.1723645,scopus.bib,FALSE,4810
karishma,journal of applied and natural science,2022,10.31018/jans.v14i2.3412,scopus.bib,FALSE,4811
karl,rangeland ecology and management,2012,10.2111/rem-d-11-00006.1,scopus.bib,FALSE,4812
karl,climatic change,1999,10.1023/a:1005436904097,scopus.bib,FALSE,4813
karlson,remote sensing,2015,10.3390/rs70810017,scopus.bib;wos_1501_2000.bib,FALSE,4814
karlstrom thylander,society of petroleum engineers spe international conference and exhibition on health safety security environment and social responsibility,2016,10.2118/179306-ms,scopus.bib,FALSE,4815
karna,forest ecology and management,2020,10.1016/j.foreco.2020.118255,scopus.bib,FALSE,4816
karp,global environmental change,2015,10.1016/j.gloenvcha.2015.07.014,scopus.bib,FALSE,4817
karra,international geoscience and remote sensing symposium igarss ,2021,10.1109/igarss47720.2021.9553499,scopus.bib,FALSE,4818
karsu,energy,2021,10.1016/j.energy.2020.119305,scopus.bib,FALSE,4819
karteris,renewable and sustainable energy reviews,2016,10.1016/j.rser.2015.11.098,scopus.bib,FALSE,4820
kartikasari,journal of engineering science and technology,2022,NA,scopus.bib,FALSE,4821
karunanidhi,environmental earth sciences,2020,10.1007/s12665-020-09079-z,scopus.bib,FALSE,4822
karunanithi,expert review of medical devices,2007,10.1586/17434440.4.2.267,scopus.bib,FALSE,4823
kas,process safety progress,2020,10.1002/prs.12066,scopus.bib,FALSE,4824
kasanko,2007 urban remote sensing joint event urs,2007,10.1109/urs.2007.371805,scopus.bib,FALSE,4825
kaselimi,ieee transactions on neural networks and learning systems,2023,10.1109/tnnls.2022.3144791,scopus.bib,FALSE,4826
kashem,acta oceanologica sinica,2019,10.1007/s13131-019-1370-1,scopus.bib,FALSE,4827
kashiwar,natural hazards,2022,10.1007/s11069-021-04974-5,scopus.bib,FALSE,4828
kasiannan,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2007,NA,scopus.bib,FALSE,4829
kasimu,nongye gongcheng xuebao transactions of the chinese society of agricultural engineering,2019,10.11975/j.issn.1002-6819.2019.02.033,scopus.bib,FALSE,4830
kasimu,proceedings of spie the international society for optical engineering,2014,10.1117/12.2068959,scopus.bib,FALSE,4831
kaskaoutis,science of the total environment,2024,10.1016/j.scitotenv.2023.168028,scopus.bib,FALSE,4832
kaskela,continental shelf research,2017,10.1016/j.csr.2017.05.013,scopus.bib,FALSE,4833
kasprzyk,science of the total environment,2022,10.1016/j.scitotenv.2022.155487,scopus.bib,FALSE,4834
kasri,lecture notes in networks and systems,2023,10.1007/978-981-99-3243-6_22,scopus.bib,FALSE,4835
kassawmar,international soil and water conservation research,2018,10.1016/j.iswcr.2018.02.001,scopus.bib;wos_2001_2500.bib,FALSE,4836
kassim,iop conference series earth and environmental science,2016,10.1088/1755-1315/37/1/012026,scopus.bib,FALSE,4837
kasturirangan,acta astronautica,2001,10.1016/s0094-5765(01)00018-2,scopus.bib;wos_1501_2000.bib,FALSE,4838
kasturirangan,NA,1998,NA,wos_0501_1000.bib,FALSE,4839
katal,journal of applied remote sensing,2023,10.1117/1.jrs.17.022202,scopus.bib;wos_1501_2000.bib,FALSE,4840
katalenich,clinical therapeutics,2015,10.1016/j.clinthera.2015.03.022,scopus.bib,FALSE,4841
kataria,rheumatology international,2018,10.1007/s00296-018-4037-x,scopus.bib,FALSE,4842
katatani,modsim05 international congress on modelling and simulation advances and applications for management and decision making proceedings,2005,NA,scopus.bib,FALSE,4843
katebikord,environmental monitoring and assessment,2022,10.1007/s10661-022-09842-8,wos_0001_0500.bib,FALSE,4844
katiyar,environmental modelling and software,2007,10.1016/j.envsoft.2006.12.005,scopus.bib,FALSE,4845
katoh,journal of forest research,2004,10.1007/s10310-003-0045-z,scopus.bib,FALSE,4846
katsch,southern african forestry journal,1999,10.1080/10295925.1999.9631222,scopus.bib,FALSE,4847
katsev,atmospheric measurement techniques,2010,10.5194/amt-3-1403-2010,scopus.bib,FALSE,4848
katsianis,international journal of satellite communications and networking,2007,10.1002/sat.866,scopus.bib;wos_2001_2500.bib,FALSE,4849
katswera,journal of wildlife and biodiversity,2022,10.5281/zenodo.6522377,scopus.bib,FALSE,4850
katusiime,land use policy,2023,10.1016/j.landusepol.2023.106542,scopus.bib,FALSE,4851
kaufman,heart,2018,10.1136/heartjnl-2017-311800,scopus.bib,FALSE,4852
kaul,routledge handbook of commercial space law,2023,10.4324/9781003268475-16,scopus.bib,FALSE,4853
kauneckis,environmental management,2009,10.1007/s00267-009-9327-3,scopus.bib,FALSE,4854
kaur,city and environment interactions,2022,10.1016/j.cacint.2022.100087,scopus.bib,FALSE,4855
kaur,climate change modelling planning and policy for agriculture,2015,10.1007/978-81-322-2157-9_7,scopus.bib,FALSE,4856
kaur,proceedings of the national academy of sciences india section b biological sciences,2014,10.1007/s40011-013-0255-x,scopus.bib,FALSE,4857
kaushal,42nd asian conference on remote sensing acrs 2021,2021,NA,scopus.bib,FALSE,4858
kautz,forest ecology and management,2014,10.1016/j.foreco.2014.04.010,scopus.bib,FALSE,4859
kavak,rast 2005 proceedings of 2nd international conference on recent advances in space technologies,2005,10.1109/rast.2005.1512633,scopus.bib,FALSE,4860
kavhu,south african geographical journal,2022,10.1080/03736245.2021.1941219,scopus.bib;wos_1501_2000.bib,FALSE,4861
kavhu,remote sensing applications society and environment,2022,10.1016/j.rsase.2022.100773,scopus.bib;wos_0501_1000.bib,FALSE,4862
kaviani,pollack periodica,2011,10.1556/pollack.6.2011.3.9,scopus.bib,FALSE,4863
kaviani,ecology environment and conservation,2011,NA,scopus.bib,FALSE,4864
kavvada,earth observation applications and global policy frameworks,2022,10.1002/9781119536789,scopus.bib,FALSE,4865
kavvada,earth observation applications and global policy frameworks,2022,10.1002/9781119536789.ch9,scopus.bib,FALSE,4866
kavvada,proceedings of the international astronautical congress iac,2020,NA,scopus.bib,FALSE,4867
kavvadias,proceedings of spie the international society for optical engineering,2017,10.1117/12.2278152,scopus.bib,FALSE,4868
kavzoglu,hydrology,2022,10.3390/hydrology9080135,scopus.bib,FALSE,4869
kawamura,earth and space 2006 proceedings of the 10th biennial international conference on engineering construction and operations in challenging environments,2006,10.1061/40830(188)105,scopus.bib,FALSE,4870
kawulok,proceedings of the international astronautical congress iac,2017,NA,scopus.bib,FALSE,4871
kawy,arabian journal of geosciences,2014,10.1007/s12517-013-1054-7,wos_3501_3742.bib,FALSE,4872
kaya,agriculture switzerland ,2022,10.3390/agriculture12071062,scopus.bib,FALSE,4873
kaya,geoderma regional,2022,10.1016/j.geodrs.2022.e00584,scopus.bib;wos_2001_2500.bib,FALSE,4874
kayastha,wetlands,2012,10.1007/s13157-012-0345-1,scopus.bib;wos_1501_2000.bib,FALSE,4875
kayet,journal of environmental management,2021,10.1016/j.jenvman.2021.112504,scopus.bib,FALSE,4876
kayet,environmental science and pollution research,2020,10.1007/s11356-020-09795-w,scopus.bib,FALSE,4877
kayet,journal of cleaner production,2019,10.1016/j.jclepro.2019.01.305,scopus.bib,FALSE,4878
kayiranga,journal of geophysical research biogeosciences,2020,10.1029/2020jg005749,scopus.bib,FALSE,4879
kayumba,landscape ecology,2021,10.1007/s10980-021-01240-8,scopus.bib,FALSE,4880
kazakova,international multidisciplinary scientific geoconference surveying geology and mining ecology management sgem,2020,10.5593/sgem2020/5.2/s21.041,scopus.bib,FALSE,4881
kazama,hydrological processes,2009,10.1002/hyp.7190,scopus.bib,FALSE,4882
kazaz,megaron,2021,10.14744/megaron.2021.85520,wos_3501_3742.bib,FALSE,4883
kazemi,land use policy,2022,10.1016/j.landusepol.2022.106092,scopus.bib;wos_1501_2000.bib,FALSE,4884
kazemzadeh,journal of environmental management,2021,10.1016/j.jenvman.2021.112249,scopus.bib,FALSE,4885
kazemzadeh,environmental monitoring and assessment,2021,10.1007/s10661-021-09078-y,scopus.bib,FALSE,4886
kazlouskaya,proceedings of the international astronautical congress iac,2022,NA,scopus.bib,FALSE,4887
kazmi,procedia engineering,2014,10.1016/j.proeng.2014.07.008,scopus.bib,FALSE,4888
kazmi,2006 international conference on advances in space technologies icast,2006,10.1109/icast.2006.313786,scopus.bib,FALSE,4889
kc,remote sensing,2021,10.3390/rs13142689,scopus.bib,FALSE,4890
ke,wuhan daxue xuebao xinxi kexue ban geomatics and information science of wuhan university,2022,10.13203/j.whugis20200601,scopus.bib,FALSE,4891
ke,isprs journal of photogrammetry and remote sensing,2017,10.1016/j.isprsjprs.2017.02.006,scopus.bib;wos_0501_1000.bib,FALSE,4892
keane,sport in society,2019,10.1080/17430437.2019.1567497,scopus.bib;wos_0501_1000.bib,FALSE,4893
kearney,remote sensing of environment,2022,10.1016/j.rse.2022.112907,scopus.bib;wos_1501_2000.bib,FALSE,4894
kearney,remote sensing,2021,10.3390/rs13132547,scopus.bib;wos_1501_2000.bib,FALSE,4895
kearney,forest ecology and management,2019,10.1016/j.foreco.2019.117459,scopus.bib;wos_2501_3000.bib,FALSE,4896
kearney,journal of environmental management,2017,10.1016/j.jenvman.2017.07.039,scopus.bib;wos_2501_3000.bib,FALSE,4897
kearney,papers presented at the annual conference rural electric power conference,2005,NA,scopus.bib,FALSE,4898
keating,yearbook conference of latin americanist geographers,1997,NA,scopus.bib,FALSE,4899
kefalas,landscape and urban planning,2019,10.1016/j.landurbplan.2019.103641,scopus.bib;wos_1501_2000.bib,FALSE,4900
kefauver,international journal of remote sensing,2014,10.1080/01431161.2014.968690,scopus.bib,FALSE,4901
keith,international journal of remote sensing,2014,10.1080/01431161.2014.894663,scopus.bib,FALSE,4902
keith,health progress saint louis mo ,1991,NA,scopus.bib,FALSE,4903
kelley,natural areas journal,2019,10.3375/043.039.0302,scopus.bib,FALSE,4904
kelley,global change biology,2017,10.1111/gcb.13434,wos_2001_2500.bib,FALSE,4905
kelly,landscape ecology,2001,10.1023/a:1008168322720,scopus.bib,FALSE,4906
kelsey,estuaries and coasts,2010,10.1007/s12237-010-9264-7,scopus.bib,FALSE,4907
kemballcook,atmospheric environment,2015,10.1016/j.atmosenv.2015.07.002,scopus.bib,FALSE,4908
kemper,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2020,10.5194/isprs-archives-xliii-b3-2020-1677-2020,scopus.bib,FALSE,4909
kenabatho,physics and chemistry of the earth,2017,10.1016/j.pce.2017.02.009,scopus.bib;wos_0001_0500.bib,FALSE,4910
kennedy,scientific data,2021,10.1038/s41597-021-00958-z,scopus.bib;wos_1001_1500.bib,FALSE,4911
kennedy,monthly weather review,2020,10.1175/mwr-d-19-0354-1,wos_0001_0500.bib,FALSE,4912
kennedy,remote sensing of environment,2009,10.1016/j.rse.2008.07.018,scopus.bib,FALSE,4913
kenyon,61st international astronautical congress 2010 iac 2010,2010,NA,scopus.bib,FALSE,4914
kepner,environmental monitoring and assessment,2004,10.1023/b:emas.0000016883.10110.15,scopus.bib,FALSE,4915
keramitsoglou,remote sensing,2016,10.3390/rs8040306,scopus.bib,FALSE,4916
keramitsoglou,proceedings of spie the international society for optical engineering,2016,10.1117/12.2240390,scopus.bib,FALSE,4917
keramitsoglou,environmental management,2004,10.1007/s00267-003-0092-4,scopus.bib;wos_0001_0500.bib,FALSE,4918
kerle,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2019,10.5194/isprs-archives-xlii-3-w8-187-2019,scopus.bib,FALSE,4919
kerle,gi4dm 2010 conference geomatics for crisis management,2010,NA,scopus.bib,FALSE,4920
kerle,international journal of remote sensing,2003,10.1080/0143116031000068187,scopus.bib;wos_1001_1500.bib,FALSE,4921
kerle,disasters,2002,10.1111/1467-7717.00197,scopus.bib;wos_0501_1000.bib,FALSE,4922
kermorvant,international journal of environmental research and public health,2021,10.3390/ijerph182312803,scopus.bib,FALSE,4923
kerolle,proceedings of the international astronautical congress iac,2020,NA,scopus.bib,FALSE,4924
kerstens,space policy,2019,10.1016/j.spacepol.2019.01.002,scopus.bib;wos_0501_1000.bib,FALSE,4925
kesgin atak,environmental monitoring and assessment,2020,10.1007/s10661-020-08357-4,scopus.bib,FALSE,4926
kesh,75th european association of geoscientists and engineers conference and exhibition 2013 incorporating spe europec 2013 changing frontiers,2013,10.3997/2214-4609.20131074,scopus.bib,FALSE,4927
keshtkar,arabian journal of geosciences,2017,10.1007/s12517-017-2899-y,scopus.bib;wos_1501_2000.bib,FALSE,4928
kessner,atmospheric environment,2013,10.1016/j.atmosenv.2013.08.050,scopus.bib;wos_1001_1500.bib,FALSE,4929
kettenring,biological invasions,2016,10.1007/s10530-016-1125-2,scopus.bib,FALSE,4930
keuck,proceedings of the international astronautical congress iac,2017,NA,scopus.bib,FALSE,4931
keys,environmental research letters,2021,10.1088/1748-9326/abe00a,scopus.bib;wos_1001_1500.bib,FALSE,4932
kganyago,sustainability switzerland ,2019,10.3390/su11236811,scopus.bib,FALSE,4933
kganyago,isprs international journal of geo information,2019,10.3390/ijgi8070292,scopus.bib;wos_0501_1000.bib,FALSE,4934
kgaphola,environmental monitoring and assessment,2023,10.1007/s10661-023-11104-0,scopus.bib,FALSE,4935
khabarov,ieee systems journal,2008,10.1109/jsyst.2008.925979,scopus.bib,FALSE,4936
khadka,frontiers in earth science,2021,10.3389/feart.2020.601288,scopus.bib,FALSE,4937
khairul abdullah halim,iop conference series earth and environmental science,2019,10.1088/1755-1315/220/1/012059,scopus.bib,FALSE,4938
khakhim,proceedings of spie the international society for optical engineering,2019,10.1117/12.2541392,scopus.bib,FALSE,4939
khaldi,iahs aish proceedings and reports,2014,10.5194/piahs-364-398-2014,scopus.bib,FALSE,4940
khalil,2019 4th international conference on emerging trends in engineering sciences and technology iceest 2019,2019,10.1109/iceest48626.2019.8981677,scopus.bib,FALSE,4941
khalil,journal of geochemical exploration,2014,10.1016/j.gexplo.2014.03.023,scopus.bib,FALSE,4942
khaliq,ain shams engineering journal,2023,10.1016/j.asej.2022.101907,wos_3501_3742.bib,FALSE,4943
khamila,biodiversity and conservation,2023,10.1007/s10531-023-02582-2,scopus.bib,FALSE,4944
khan,land,2023,10.3390/land12081514,scopus.bib;wos_0501_1000.bib,FALSE,4945
khan,precision agriculture evolution insights and emerging trends,2023,10.1016/b978-0-443-18953-1.00004-0,scopus.bib,FALSE,4946
khan,journal of environmental studies and sciences,2023,10.1007/s13412-022-00805-6,scopus.bib,FALSE,4947
khan,environmental monitoring and assessment,2023,10.1007/s10661-023-11635-6,scopus.bib,FALSE,4948
khan,forests,2022,10.3390/f13050715,scopus.bib,FALSE,4949
khan,giscience and remote sensing,2021,10.1080/15481603.2020.1857625,scopus.bib,FALSE,4950
khan,advances in space research,2021,10.1016/j.asr.2021.04.017,scopus.bib;wos_0501_1000.bib,FALSE,4951
khan,remote sensing,2021,10.3390/rs13244976,scopus.bib,FALSE,4952
khan,remote sensing,2021,10.3390/rs13050893,scopus.bib,FALSE,4953
khan,earth interactions,2021,10.1175/ei-d-20-0017.1,scopus.bib,FALSE,4954
khan,isprs annals of the photogrammetry remote sensing and spatial information sciences,2021,10.5194/isprs-annals-v-3-2021-279-2021,scopus.bib,FALSE,4955
khan,plos one,2020,10.1371/journal.pone.0226341,scopus.bib,FALSE,4956
khan,international journal on emerging technologies,2020,NA,scopus.bib,FALSE,4957
khan,applied ecology and environmental research,2018,10.15666/aeer/1603_29953018,scopus.bib;wos_3501_3742.bib,FALSE,4958
khan,2018 ieee 5th international conference on engineering technologies and applied sciences icetas 2018,2018,10.1109/icetas.2018.8629147,scopus.bib,FALSE,4959
khan,the environmental sustainable development goals in bangladesh,2018,10.4324/9780429463365,scopus.bib,FALSE,4960
khan,environmental earth sciences,2011,10.1007/s12665-010-0801-2,scopus.bib,FALSE,4961
khan,ieee transactions on geoscience and remote sensing,2011,10.1109/tgrs.2010.2057513,scopus.bib,FALSE,4962
khan,journal of arid environments,2001,10.1006/jare.2001.0797,scopus.bib;wos_1001_1500.bib,FALSE,4963
khanam,geo information technology in earth resources monitoring and management,2021,NA,scopus.bib,FALSE,4964
khanday,journal of the geological society of india,2016,10.1007/s12594-016-0477-7,scopus.bib;wos_0001_0500.bib,FALSE,4965
khanduri,lecture notes in civil engineering,2020,10.1007/978-981-13-7067-0_15,scopus.bib,FALSE,4966
khanina,ecological processes,2018,10.1186/s13717-018-0150-8,scopus.bib,FALSE,4967
khanna,international journal of remote sensing,2011,10.1080/01431160903505328,scopus.bib,FALSE,4968
kharrou,remote sensing,2021,10.3390/rs13061133,scopus.bib,FALSE,4969
kharuk,atmosphere,2023,10.3390/atmos14060957,scopus.bib,FALSE,4970
khatami,remote sensing,2020,10.3390/rs12060954,scopus.bib,FALSE,4971
khatami,ieee transactions on power systems,2018,10.1109/tpwrs.2017.2782676,scopus.bib;wos_3001_3500.bib,FALSE,4972
khatami,remote sensing of environment,2016,10.1016/j.rse.2016.02.028,scopus.bib,FALSE,4973
khati,journal of environmental management,2018,10.1016/j.jenvman.2018.02.025,scopus.bib,FALSE,4974
khatun,environmental monitoring and assessment,2022,10.1007/s10661-022-10574-y,scopus.bib,FALSE,4975
khaustov,society of petroleum engineers spe annual caspian technical conference and exhibition,2014,10.2118/172281-ms,scopus.bib,FALSE,4976
khawlie,lakes and reservoirs science policy and management for sustainable use,2005,10.1111/j.1440-1770.2005.00264.x,scopus.bib,FALSE,4977
khawlie,international geoscience and remote sensing symposium igarss ,2002,NA,scopus.bib,FALSE,4978
khazaei,world environmental and water resources congress 2018 watershed management irrigation and drainage and water resources planning and management selected papers from the world environmental and water resources congress 2018,2018,10.1061/9780784481400.002,scopus.bib,FALSE,4979
khdery,egyptian journal of remote sensing and space science,2021,10.1016/j.ejrs.2020.08.002,scopus.bib,FALSE,4980
khdiar,microorganisms,2020,10.3390/microorganisms8070973,scopus.bib,FALSE,4981
khedam,international archives of the photogrammetry remote sensing and spatial information sciences isprs archives,2004,NA,scopus.bib,FALSE,4982
khin,geocarto international,2016,10.1080/10106049.2015.1041561,scopus.bib,FALSE,4983
khirfan,frontiers in water,2021,10.3389/frwa.2021.754679,scopus.bib,FALSE,4984
kholodenko,international multidisciplinary scientific geoconference surveying geology and mining ecology management sgem,2020,10.5593/sgem2020/5.1/s20.036,scopus.bib,FALSE,4985
khorram,photogrammetric engineering remote sensing,1985,NA,scopus.bib,FALSE,4986
khorrami,applied geomatics,2021,10.1007/s12518-020-00350-3,scopus.bib,FALSE,4987
khorsandi,science of the total environment,2022,10.1016/j.scitotenv.2022.153038,scopus.bib,FALSE,4988
khosravani,environmental monitoring and assessment,2023,10.1007/s10661-023-11980-6,scopus.bib,FALSE,4989
khryashchev,moscow workshop on electronic and networking technologies mwent 2020 proceedings,2020,10.1109/mwent47943.2020.9067475,scopus.bib,FALSE,4990
khudulmur,gim international,2002,NA,scopus.bib,FALSE,4991
khurshid,international conference on remote sensing environment and transportation engineering rsete 2013,2013,NA,scopus.bib,FALSE,4992
