title,author,year,doi,key,phase,screening_decision,reason_for_exclusion,quick_notes,soc_method,societal_benefit,value_units,eo_data,applied_science_theme,notes
Leveraging The Neon Airborne Observation Platform For Socio-Environmental Systems Research,"Ordway, Elsa M. and Elmore, Andrew J. and Kolstoe, Sonja and Quinn, John E. and Swanwick, Rachel and Cattau, Megan and Taillie, Dylan and Guinn, Steven M. and Chadwick, K. Dana and Atkins, Jeff W. and Blake, Rachael E. and Chapman, Melissa and Cobourn, Kelly and Goulden, Tristan and Helmus, Matthew R. and Hondula, Kelly and Hritz, Carrie and Jensen, Jennifer and Julian, Jason P. and Kuwayama, Yusuke and Lulla, Vijay and O'Leary, Donal and Nelson, Donald R. and Ocon, Jonathan P. and Pau, Stephanie and Ponce-Campos, Guillermo E. and Portillo-Quintero, Carlos and Pricope, Narcisa G. and Rivero, Rosanna G. and Schneider, Laura and Steele, Meredith and Tulbure, Mirela G. and Williamson, Matthew A. and Wilson, Cyril",2021,10.1002/ecs2.3640,ordway_leveragingneonairborneobservation_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Influence Of Plot Size On Efficiency Of Biomass Estimates In Inventories Of Dry Tropical Forests Assisted By Photogrammetric Data From An Unmanned Aircraft System,"Kachamba, Daud Jones and Orka, Hans Ole and Naesset, Erik and Eid, Tron and Gobakken, Terje",2017,10.3390/rs9060610,kachamba_influenceplotsizeefficiency_2017,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Extreme Dynamic Mapping: Animals Map Themselves On The ""Cloud""","Potapov, Eugene and Hronusov, Valery",2012,10.1130/2012.2492(10),potapov_extremedynamicmappinganimals_2012,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Predicting Mycosphaerella Leaf Disease Severity In A Eucalyptus Globulus Plantation Using Digital Multi-Spectral Imagery,"Pietrzykowski, E. and Sims, N. and Stone, C. and Pinkard, L. and Mohammed, C.",2007,10.2989/shfj.2007.69.3.7.357,pietrzykowski_predictingmycosphaerellaleafdisease_2007,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Aidss Module For Data Acquisition In Crisis Situations And Environmental Protection,"Krtalic, Andrija and Bajic, Milan and Ivelja, Tamara and Racetin, Ivan",2020,10.3390/s20051267,krtalic_aidssmoduledataacquisition_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Establishing And Implementing Data Collaborations For Public Good: A Critical Factor Analysis To Scale Up The Practice,"Susha, Iryna",2020,10.3233/ip-180117,susha_establishingimplementingdatacollaborations_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Small Area Estimation In Diverse Timber Types Using Multiple Sources Of Auxiliary Data,"Green, P. C. and Hogg, D. W. and Watson, B. and Burkhart, H. E.",2022,10.1093/jofore/fvac015,green_estimationdiversetimbertypes_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Non-Point Source Critical Area Analysis In The Gisselo Watershed Using Gis,"Sivertun, Å and Prange, L",2003,10.1016/s1364-8152(03)00107-5,sivertun_sourcecriticalanalysisgisselo_2003,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beyond The Dissemination Of Earth Observation Research: Stakeholders' And Users' Involvement In Project Co-Design,"L'Astorina, A. and Tomasoni, I. and Basoni, A. and Carrara, P.",2015,10.22323/2.14030303,lastorina_disseminationearthobservationresearch_2015,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modis Sensors Can Monitor Spatiotemporal Trends In Fog And Low Cloud Cover At 1 Km Spatial Resolution Along The U.s. Pacific Coast,"Werner, Zackary and Choi, Christopher Tsz Hin and Winter, Anna and Vorster, Anthony G. and Berger, Anika and O'Shea, Kristen and Evangelista, Paul and Woodward, Brian",2022,10.1016/j.rsase.2022.100832,werner_modissensorsmonitorspatiotemporal_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canadian Fire Management Agency Readiness For Wildfiresat: Assessment And Strategies For Enhanced Preparedness,"McFayden, Colin B. and Hope, Emily S. and Boychuk, Den and Johnston, Lynn M. and Richardson, Ashlin and Coyle, Matthew and Sloane, Meghan and Cantin, Alan S. and Johnston, Joshua M. and Lynham, Timothy J.",2023,10.3390/fire6020073,mcfayden_canadianfiremanagementagency_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Measuring Forest Biodiversity Status And Changes Globally,"Hill, Samantha L. L. and Arnell, Andy and Maney, Calum and Butchart, Stuart H. M. and Hilton-Taylor, Craig and Ciciarelli, Carolyn and Davis, Crystal and Dinerstein, Eric and Purvis, Andy and Burgess, Neil D.",2019,10.3389/ffgc.2019.00070,hill_measuringforestbiodiversitystatus_2019,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Low-Cost Experimental Application Of Real-Time Kinematic Positioning For Increasing The Benefits In Cereal Crops,"Tayebi, Abdelhamid and Gomez, Josefa and Fernandez, Marian and Saez de Adana, Francisco and Gutierrez, Oscar",2021,10.25165/j.ijabe.20211403.5812,tayebi_lowcostexperimentalapplication_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Map-Based Site-Specific Seeding Of Consumption Potato Production Using High-Resolution Soil And Crop Data Fusion,"Munnaf, M. A. and Haesaert, G. and Van Meirvenne, M. and Mouazen, A. M.",2020,10.1016/j.compag.2020.105752,munnaf_mapbasedsitespecific_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Design, Development, And Deployment Of A Wireless Sensor Network For Detection Of Landslides","Ramesh, Maneesha Vinodini",2014,10.1016/j.adhoc.2012.09.002,ramesh_designdevelopmentdeploymentwireless_2014,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Evaluation Of Remote Sensing Derived Soil Ph And Average Spring Groundwater Table For Ecological Assessments,"Roelofsen, Hans D. and van Bodegom, Peter M. and Kooistra, Lammert and van Amerongen, Jorg J. and Witte, Jan-Philip M.",2015,10.1016/j.jag.2015.05.005,roelofsen_evaluationremotesensingderived_2015,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Interesting Spatiotemporal Rules Discovery: Application To Remotely Sensed Image Databases,"Boulila, W. and Farah, I. R. and Solaiman, B. and Ghézala, H. B.",2011,10.1108/03055721111134808,boulila_spatiotemporalrulesdiscoveryapplication_2011,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Use Of Noaa-Avhrr Ndvi Images For The Estimation Of Dynamic Fire Risk In Mediterranean Areas,"Maselli, F. and Romanelli, S. and Bottai, L. and Zipoli, G.",2003,10.1016/s0034-4257(03)00099-3,maselli_noaaavhrrndviimages_2003,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evaluation Of Satellite-Based And Reanalysis Precipitation Datasets With Gauge-Observed Data Over Haraz-Gharehsoo Basin, Iran","Goodarzi, Mohammad Reza and Pooladi, Roxana and Niazkar, Majid",2022,10.3390/su142013051,goodarzi_evaluationsatellitebasedreanalysis_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Using Big Data To Engage Undergraduate Students In Authentic Science,"Styers, D. M.",2018,10.1080/10899995.2018.1411699,styers_dataengageundergraduatestudents_2018,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Using Multi-Remote Sensing Data To Assess Phragmites Invasion Of The Detroit River International Wildlife Refuge,"Liu, Xinxia and Zhang, Anbing and Wang, Hefeng and Liu, Haixin",2016,10.1108/wje-02-2016-016,liu_multiremotesensingdata_2016,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empowering The Rural Poor Through Eo Products And Services - An Impact Assessment,"Diwakar, P. G. and Ranganath, B. K. and Gowrisankar, D. and Jayaraman, V.",2008,10.1016/j.actaastro.2007.12.045,diwakar_empoweringruralpooreo_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evaluation Of The Trmm Multisatellite Precipitation Analysis And Its Applicability In Supporting Reservoir Operation And Water Resources Management In Hanjiang Basin, China","Yang, Na and Zhang, Ke and Hong, Yang and Zhao, Qiaohua and Huang, Qin and Xu, Yinshan and Xue, Xianwu and Chen, Sheng",2017,10.1016/j.jhydrol.2017.04.006,yang_evaluationtrmmmultisatelliteprecipitation_2017,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Operational Applications Of Satellite Snow Cover Observations,"Rango, A.",1980,10.1111/j.1752-1688.1980.tb02549.x,rango_operationalapplicationssatellitesnow_1980,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urban-Change Detection Systems: Remote-Sensing Inputs,"Dueker, K. J. and Horton, F. E.",1972,10.1016/0031-8663(72)90013-0,dueker_urbanchangedetectionsystems_1972,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vessel-Based, Shallow Water Mapping With A Phase-Measuring Sidescan Sonar","Borrelli, M. and Smith, T. L. and Mague, S. T.",2022,10.1007/s12237-021-00979-2,borrelli_vesselbasedshallowwater_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strategic Considerations In Indian Space Programme - Towards Maximising Socio-Economic Benefits,"Murthi, K. R. Sridhara and Madhusudan, H. N.",2008,10.1016/j.actaastro.2007.12.007,murthi_strategicconsiderationsindianspace_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potential Applications Of Wireless Sensor Networks For Wildlife Trapping And Monitoring Programs,"Jones, Christopher and Warburton, Bruce and Carver, Julian and Carver, Derek",2015,10.1002/wsb.543,jones_potentialapplicationswirelesssensor_2015,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remotely Sensed Soil Moisture Data For Hydrological Applications,"Hasenauer, S. and Komma, J. and Parajka, J. and Wagner, W. and Blöschl, G.",2009,10.1007/s00506-009-0097-1,hasenauer_remotelysensedsoilmoisture_2009,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Adoption Of Earth-Observation Technologies For Deforestation Monitoring By Indigenous People: Evidence From The Amazon,"Gonzalez, Nidia Catherine and Kroger, Markus",2023,10.1080/14747731.2022.2093556,gonzalez_adoptionearthobservationtechnologies_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wind And Solar Energy For Sustainable Energy Production For Family Farms In Coastal Agricultural Regions Of Libya Using Measured And Multiple Satellite Datasets,"Lagili, H. S. A. and Kiraz, A. and Kassem, Y. and Gökçekuş, H.",2023,10.3390/en16186725,lagili_windsolarenergysustainable_2023,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Updated Survey On The Use Of Geospatial Technologies In New Zealand's Plantation Forestry Sector,"De Gouw, Sarah and Morgenroth, Justin and Xu, Cong",2020,10.33494/nzjfs502020x118x,degouw_updatedsurveygeospatialtechnologies_2020,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Sydney 2000 World Weather Research Programme Forecast Demonstration Project,"Keenan, T. and Joe, P. and Wilson, J. and Collier, C. and Golding, B. and Burgess, D. and May, P. and Pierce, C. and Bally, J. and Crook, A. and Seed, A. and Sills, D. and Berry, L. and Potts, R. and Bell, I. and Fox, N. and Ebert, E. and Eilts, M. and O'Loughlin, K. and Webb, R. and Carbone, R. and Browning, K. and Roberts, R. and Mueller, C.",2003,10.1175/bams-84-8-1041,keenan_sydney2000worldweather_2003,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
On The Use Of Artificial Neural Networks In Remotely Piloted Aircraft Acquired Images For Estimating Reservoir’s Bathymetry,"de Andrade, L. C. and Ferreira, I. O. and e Silva, A. A. and Gibrim, V. T. and Santos, F. C. M.",2022,10.1590/s1982-21702022000100006,deandrade_artificialneuralnetworksremotely_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Assessing Forest Inventory Information Obtained From Different Inventory Approaches And Remote Sensing Data Sources,"Bergseng, E. and Ørka, H. O. and Næsset, E. and Gobakken, T.",2015,10.1007/s13595-014-0389-x,bergseng_assessingforestinventoryinformation_2015,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lichy: The Caf's Lidar, Ccd And Hyperspectral Integrated Airborne Observation System","Pang, Yong and Li, Zengyuan and Ju, Hongbo and Lu, Hao and Jia, Wen and Si, Lin and Guo, Ying and Liu, Qingwang and Li, Shiming and Liu, Luxia and Xie, Binbin and Tan, Bingxiang and Dian, Yuanyong",2016,10.3390/rs8050398,pang_lichycaf'slidarccd_2016,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Development And Preliminary Tests Of Remotely Based Imagery, Digital Databases, And Gis Methods As Tools To Identify Wetlands And Selected Functions And Values In Ontario, Canada","Hogg, A. and Potter, B.",2018,10.1016/b978-0-12-805091-0.00026-8,hogg_developmentpreliminarytestsremotely_2018,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fuego - Fire Urgency Estimator In Geosynchronous Orbit - A Proposed Early-Warning Fire Detection System,"Pennypacker, Carlton R. and Jakubowski, Marek K. and Kelly, Maggi and Lampton, Michael and Schmidt, Christopher and Stephens, Scott and Tripp, Robert",2013,10.3390/rs5105173,pennypacker_fuegofireurgencyestimator_2013,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Experimental Warning Program Of Noaa's Hazardous Weather Testbed,"Calhoun, Kristin M. and Berry, Kodi L. and Kingfield, Darrel M. and Meyer, Tiffany and Krocak, Makenzie J. and Smith, Travis M. and Stumpf, Greg and Gerard, Alan",2021,10.1175/bams-d-21-0017.1,calhoun_experimentalwarningprogramnoaa's_2021,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Open-Book Watershed Model For Prototyping Space-Borne Flood Monitoring Systems In International River Basins,"Katiyar, Nitin and Hossain, Faisal",2007,10.1016/j.envsoft.2006.12.005,katiyar_bookwatershedmodelprototyping_2007,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Information-Theoretic Approach To Reconciling Historical Climate Observations And Impacts On Agriculture,"Mauerman, Max and Black, Emily and Boult, Victoria L. and Diro, Rahel and Osgood, Dan and Greatrex, Helen and Chillongo, Thabbie",2022,10.1175/wcas-d-22-0019.1,mauerman_informationtheoreticapproachreconciling_2022,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ground-Cover Measurements: Assessing Correlation Among Aerial And Ground-Based Methods,"Booth, D. T. and Cox, S. E. and Meikle, T. and Zuuring, H. R.",2008,10.1007/s00267-008-9110-x,booth_groundcovermeasurementsassessing_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enhancing Catch-And-Release Science With Biotelemetry,"Donaldson, Michael R. and Arlinghaus, Robert and Hanson, Kyle C. and Cooke, Steven J.",2008,10.1111/j.1467-2979.2007.00265.x,donaldson_enhancingcatchreleasescience_2008,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
Identifying Effective Approaches For Monitoring National Natural Capital For Policy Use,"Norton, L. R. and Smart, S. M. and Maskell, L. C. and Henrys, P. A. and Wood, C. M. and Keith, A. M. and Emmett, B. A. and Cosby, B. J. and Thomas, A. and Scholefield, P. A. and Greene, S. and Morton, R. D. and Rowland, C. S.",2018,10.1016/j.ecoser.2018.01.017,norton_identifyingeffectiveapproachesmonitoring_2018,classifier round 2b,NA,NA,NA,NA,NA,NA,NA,NA,NA
